"","C10","C9","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"OTU_4274",0,0,"OTU_4274","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4275",0,0,"OTU_4275","Low","303400","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea"
"OTU_4276",0,0,"OTU_4276","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"OTU_4277",0,0,"OTU_4277","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_428",0,0,"OTU_428","Low","223364","Eukaryota","Chordata","Ascidiacea","Enterogona","Perophoridae","Perophora","Perophora sagamiensis"
"OTU_4280",0,0,"OTU_4280","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4282",0,0,"OTU_4282","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4286",0,0,"OTU_4286","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4288",0,0,"OTU_4288","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"OTU_4289",79,0,"OTU_4289","Low","2065307","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cf. parsiana"
"OTU_4290",79,0,"OTU_4290","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4291",0,0,"OTU_4291","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4292",0,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4293",0,79,"OTU_4293","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_4294",0,0,"OTU_4294","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4295",0,0,"OTU_4295","Low","560918","Eukaryota","Arthropoda","Insecta","Neuroptera","Nymphidae","Norfolius","Norfolius howensis"
"OTU_4296",0,0,"OTU_4296","Low","52884","Eukaryota","Ascomycota","Lecanoromycetes","Peltigerales","Peltigeraceae","Peltigera","Peltigera malacea"
"OTU_4297",0,0,"OTU_4297","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4298",0,0,"OTU_4298","Low","1388885","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia fukuyoi"
"OTU_4299",0,0,"OTU_4299","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_43",0,0,"OTU_43","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4300",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4302",0,0,"OTU_4302","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4303",0,0,"OTU_4303","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4304",0,0,"OTU_4304","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4305",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4306",0,0,"OTU_4306","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4307",0,0,"OTU_4307","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4308",0,0,"OTU_4308","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4309",0,0,"OTU_4309","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_431",0,0,"OTU_431","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4310",0,0,"OTU_4310","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4311",0,0,"OTU_4311","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4312",0,0,"OTU_4312","Low","2249798","Eukaryota","Arthropoda","Insecta","Hemiptera","","","Hemiptera sp. BIOUG03768-E03"
"OTU_4313",0,0,"OTU_4313","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4314",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4315",0,0,"OTU_4315","Low","1972480","Eukaryota","Rhodophyta","Bangiophyceae","Bangiales","Bangiaceae","Pyropia","Pyropia sp."
"OTU_4316",0,170,"OTU_4316","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4317",0,0,"OTU_4317","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4318",0,0,"OTU_4318","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4319",0,0,"OTU_4319","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_432",0,0,"OTU_432","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4321",0,0,"OTU_4321","Low","55529","Eukaryota","Cryptophyta","","Pyrenomonadales","Geminigeraceae","Guillardia","Guillardia theta"
"OTU_4322",0,0,"OTU_4322","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4323",0,0,"OTU_4323","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4324",0,0,"OTU_4324","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4325",0,0,"OTU_4325","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_4326",0,0,"OTU_4326","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4327",0,0,"OTU_4327","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4328",0,0,"OTU_4328","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4329",0,0,"OTU_4329","Low","163503","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros socialis"
"OTU_4330",0,0,"OTU_4330","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4331",0,0,"OTU_4331","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4332",0,0,"OTU_4332","Low","985043","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter sejongensis"
"OTU_4335",78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4336",78,0,"OTU_4336","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4337",0,147,"OTU_4337","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_4339",0,0,"OTU_4339","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_434",0,90,"OTU_434","Low","2858","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia alba"
"OTU_4340",0,0,"OTU_4340","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4341",0,0,"OTU_4341","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_4343",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4344",0,0,"OTU_4344","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4345",0,0,"OTU_4345","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4346",0,0,"OTU_4346","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4347",0,0,"OTU_4347","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4348",0,0,"OTU_4348","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4349",0,5,"OTU_4349","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_435",0,0,"OTU_435","Low","1344366","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Hyaloperonospora","Hyaloperonospora malyi"
"OTU_4350",0,0,"OTU_4350","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4351",0,0,"OTU_4351","Low","908854","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia sp. BOLD:AAO7110"
"OTU_4353",0,0,"OTU_4353","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4354",0,0,"OTU_4354","Low","645324","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Apolemiidae","Apolemia","Apolemia sp. BO-2009"
"OTU_4355",0,0,"OTU_4355","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4356",0,0,"OTU_4356","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4358",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4359",0,0,"OTU_4359","Low","913657","Eukaryota","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Fridericia","Fridericia perrieri"
"OTU_436",0,0,"OTU_436","Low","744985","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","","alpha proteobacterium HIMB59"
"OTU_4360",0,0,"OTU_4360","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4362",0,0,"OTU_4362","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4363",0,0,"OTU_4363","Low","233186","Eukaryota","Cryptophyta","","Cryptomonadales","Cryptomonadaceae","Cryptomonas","Cryptomonas curvata"
"OTU_4364",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4365",0,0,"OTU_4365","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4366",0,0,"OTU_4366","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4367",161,0,"OTU_4367","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4368",77,0,"OTU_4368","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4369",77,0,"OTU_4369","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_437",0,0,"OTU_437","High","1806591","Eukaryota","Mollusca","Gastropoda","Trochida","Phasianellidae","Tricolia","Tricolia pullus"
"OTU_4370",0,77,"OTU_4370","Low","1937395","Eukaryota","Arthropoda","Insecta","Neuroptera","Osmylidae","Lysmus","Lysmus zanganus"
"OTU_4371",0,0,"OTU_4371","Low","1202531","Eukaryota","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium dahliae"
"OTU_4372",0,0,"OTU_4372","Low","547546","Eukaryota","Annelida","Polychaeta","Capitellida","Capitellidae","Dasybranchus","Dasybranchus sp. DH1"
"OTU_4373",0,0,"OTU_4373","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4374",0,0,"OTU_4374","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4375",0,0,"OTU_4375","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4376",0,0,"OTU_4376","Low","1843217","Eukaryota","Cnidaria","Staurozoa","Stauromedusae","Haliclystidae","Haliclystus","Haliclystus sp. AUS"
"OTU_4377",0,0,"OTU_4377","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4379",0,0,"OTU_4379","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4380",0,0,"OTU_4380","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4381",0,0,"OTU_4381","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4383",0,49,"OTU_4383","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4384",0,0,"OTU_4384","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4385",0,25,"OTU_4385","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4386",0,0,"OTU_4386","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4387",0,6,"OTU_4387","Low","1535393","Eukaryota","","Phaeophyceae","Ectocarpales","Chordariaceae","","Chordariaceae sp. 7 AP-2014"
"OTU_4388",0,0,"OTU_4388","High","993030","Eukaryota","Rhodophyta","Florideophyceae","Plocamiales","Plocamiaceae","Plocamium","Plocamium lyngbyanum"
"OTU_439",0,0,"OTU_439","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"OTU_4390",0,0,"OTU_4390","Low","75757","Eukaryota","","","Physariida","Didymiaceae","Didymium","Didymium nigripes"
"OTU_4391",0,0,"OTU_4391","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4392",0,0,"OTU_4392","Low","1955561","Eukaryota","","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas sp."
"OTU_4393",0,0,"OTU_4393","Low-MH-S","164536;164539","Eukaryota","Ascomycota","","","","Tetracladium",NA
"OTU_4394",0,0,"OTU_4394","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4395",0,0,"OTU_4395","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4396",0,0,"OTU_4396","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4397",0,74,"OTU_4397","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4398",0,0,"OTU_4398","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4399",0,0,"OTU_4399","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_44",0,0,"OTU_44","Low","996801","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter reichenbachii"
"OTU_440",0,0,"OTU_440","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4400",0,0,"OTU_4400","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4401",0,0,"OTU_4401","Low-MH-S","140046;147705;944626","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium",NA
"OTU_4404",0,0,"OTU_4404","Low","996801","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter reichenbachii"
"OTU_4405",0,0,"OTU_4405","Low","1862603","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora rhizophorae"
"OTU_4406",0,76,"OTU_4406","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4407",0,76,"OTU_4407","High-MH","None","Eukaryota","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa",NA
"OTU_4408",0,76,"OTU_4408","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4409",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_441",0,0,"OTU_441","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4410",0,0,"OTU_4410","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4411",0,0,"OTU_4411","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4412",0,0,"OTU_4412","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4413",0,0,"OTU_4413","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4414",0,0,"OTU_4414","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4415",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4416",0,0,"OTU_4416","Low","1986077","Eukaryota","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Phyllopsora","Phyllopsora corallina"
"OTU_4417",0,0,"OTU_4417","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"OTU_4418",0,0,"OTU_4418","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4419",0,0,"OTU_4419","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_442",0,0,"OTU_442","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4421",0,0,"OTU_4421","Low","98051","Eukaryota","","Synurophyceae","Ochromonadales","Ochromonadaceae","Poterioochromonas","Poterioochromonas stipitata"
"OTU_4423",0,0,"OTU_4423","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4424",0,0,"OTU_4424","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4425",0,0,"OTU_4425","Low","289986","Eukaryota","","","Physariida","Didymiaceae","Didymium","Didymium minus"
"OTU_4426",0,0,"OTU_4426","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4427",0,0,"OTU_4427","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4429",0,0,"OTU_4429","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_443",0,0,"OTU_443","Low","754397","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter sp. SA4-10"
"OTU_4431",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4432",0,75,"OTU_4432","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4433",0,0,"OTU_4433","Low","89940","Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora bantiana"
"OTU_4434",0,0,"OTU_4434","Low","89940","Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora bantiana"
"OTU_4435",0,0,"OTU_4435","Low","2249798","Eukaryota","Arthropoda","Insecta","Hemiptera","","","Hemiptera sp. BIOUG03768-E03"
"OTU_4436",0,0,"OTU_4436","Low","1588903","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium biforme"
"OTU_4438",0,39,"OTU_4438","Low","2301598","Eukaryota","","","","Vexilliferidae","Vexillifera","Vexillifera kereti"
"OTU_4439",0,0,"OTU_4439","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_444",0,0,"OTU_444","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4440",0,2,"OTU_4440","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4441",0,0,"OTU_4441","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4442",0,0,"OTU_4442","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4443",0,0,"OTU_4443","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4444",0,0,"OTU_4444","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4445",0,0,"OTU_4445","Low","1336804","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter sp. Hel1_33_78"
"OTU_4447",0,0,"OTU_4447","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"OTU_4448",0,0,"OTU_4448","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4449",0,0,"OTU_4449","Low","908854","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia sp. BOLD:AAO7110"
"OTU_445",0,0,"OTU_445","Low","1702228","Eukaryota","","Oomycetes","","","Haptoglossa","Haptoglossa sp. DM2 4/12"
"OTU_4450",0,0,"OTU_4450","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4453",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4454",0,0,"OTU_4454","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4455",0,0,"OTU_4455","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4456",56,0,"OTU_4456","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4458",0,0,"OTU_4458","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4459",0,0,"OTU_4459","Low","1702228","Eukaryota","","Oomycetes","","","Haptoglossa","Haptoglossa sp. DM2 4/12"
"OTU_446",0,0,"OTU_446","Low","180228","Eukaryota","","","","Paramoebidae","Paramoeba","Paramoeba pemaquidensis"
"OTU_4461",0,0,"OTU_4461","Low","321614","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora","Parastagonospora nodorum"
"OTU_4462",0,0,"OTU_4462","Low","1117027","Eukaryota","","Chrysophyceae","Chromulinales","Dinobryaceae","Poteriospumella","Poteriospumella lacustris"
"OTU_4465",0,0,"OTU_4465","Low","290615","Eukaryota","Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola verrucosa"
"OTU_4466",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4467",0,0,"OTU_4467","High","1812981","Eukaryota","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus viridis"
"OTU_4468",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4469",0,0,"OTU_4469","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_447",0,0,"OTU_447","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4473",0,0,"OTU_4473","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4475",0,0,"OTU_4475","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4477",0,74,"OTU_4477","Low","120416","Eukaryota","","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia eccentrica"
"OTU_4478",0,0,"OTU_4478","High","1970216","Eukaryota","Bryozoa","Gymnolaemata","Ctenostomatida","Vesiculariidae","Amathia","Amathia cf. gracilis AW-2014"
"OTU_4479",0,0,"OTU_4479","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_448",0,0,"OTU_448","Low","180228","Eukaryota","","","","Paramoebidae","Paramoeba","Paramoeba pemaquidensis"
"OTU_4480",0,0,"OTU_4480","Low","1663100","Eukaryota","","Oomycetes","Anisolpidiales","Anisolpidiaceae","Anisolpidium","Anisolpidium ectocarpii"
"OTU_4481",29,7,"OTU_4481","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4482",0,0,"OTU_4482","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4483",0,0,"OTU_4483","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4484",0,0,"OTU_4484","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4485",0,0,"OTU_4485","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4486",0,0,"OTU_4486","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4487",0,0,"OTU_4487","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4488",0,0,"OTU_4488","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4489",0,0,"OTU_4489","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_449",0,0,"OTU_449","High","2506492","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Dasyaceae","Dasysiphonia","Dasysiphonia japonica"
"OTU_4490",0,0,"OTU_4490","Low","1702228","Eukaryota","","Oomycetes","","","Haptoglossa","Haptoglossa sp. DM2 4/12"
"OTU_4491",0,0,"OTU_4491","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4493",0,0,"OTU_4493","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4494",0,0,"OTU_4494","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4495",0,0,"OTU_4495","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4496",0,0,"OTU_4496","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4497",0,0,"OTU_4497","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4499",0,0,"OTU_4499","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_45",0,0,"OTU_45","Low-MH-S","1629251;1629252;1629253;1629254;1629257;1629258;1629259","Eukaryota","Chordata","Ascidiacea","","","",NA
"OTU_450",0,0,"OTU_450","High","1167875","Eukaryota","","","","","Squamamoeba","Squamamoeba japonica"
"OTU_4500",0,0,"OTU_4500","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_4501",0,0,"OTU_4501","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4503",0,0,"OTU_4503","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4504",0,0,"OTU_4504","Low","27357","Eukaryota","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum acutatum"
"OTU_4505",0,0,"OTU_4505","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"OTU_4508",0,0,"OTU_4508","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4509",0,0,"OTU_4509","Low","1265453","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tarsatum"
"OTU_451",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4510",73,0,"OTU_4510","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4512",0,73,"OTU_4512","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4513",0,0,"OTU_4513","Low","749586","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta pisi"
"OTU_4514",0,0,"OTU_4514","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4515",0,0,"OTU_4515","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4516",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_4517",0,0,"OTU_4517","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4518",0,0,"OTU_4518","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4519",0,0,"OTU_4519","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_452",0,0,"OTU_452","Low","1522444","Eukaryota","Chlorophyta","","","","","Chlorophyta sp. MBTD-CMFRI-S083"
"OTU_4520",0,0,"OTU_4520","Low","1654810","Eukaryota","","","","Paramoebidae","Cunea","Cunea thuwala"
"OTU_4521",0,0,"OTU_4521","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4523",0,0,"OTU_4523","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4524",0,0,"OTU_4524","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4525",0,0,"OTU_4525","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4526",0,0,"OTU_4526","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4527",0,0,"OTU_4527","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4528",0,0,"OTU_4528","Low","81824","Eukaryota","","","Choanoflagellida","Salpingoecidae","Monosiga","Monosiga brevicollis"
"OTU_4529",0,0,"OTU_4529","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4530",0,0,"OTU_4530","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4531",0,0,"OTU_4531","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4533",0,0,"OTU_4533","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4535",0,0,"OTU_4535","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4536",0,0,"OTU_4536","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4537",0,0,"OTU_4537","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4538",0,0,"OTU_4538","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4539",0,0,"OTU_4539","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_454",0,86,"OTU_454","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4540",0,0,"OTU_4540","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4541",0,0,"OTU_4541","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4542",0,0,"OTU_4542","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4543",0,0,"OTU_4543","Low","2856","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca closterium"
"OTU_4544",0,0,"OTU_4544","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4545",0,0,"OTU_4545","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4547",0,0,"OTU_4547","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_4549",0,0,"OTU_4549","Low","75757","Eukaryota","","","Physariida","Didymiaceae","Didymium","Didymium nigripes"
"OTU_4550",0,0,"OTU_4550","Low","1318556","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Macrotrichidae","Macrothrix","Macrothrix sp. HE-364"
